Raising Arizona (1987)	15.830285444492313
Get Shorty (1995)	15.275810611342349
Godfather: Part II, The (1974)	15.173087998744728
Speed (1994)	14.981064706108032
Lion King, The (1994)	14.96788981893452
Scream (1996)	14.843253282544769
Liar Liar (1997)	14.726507111454774
Graduate, The (1967)	14.254880822023154
Casablanca (1942)	13.959788129185718
Seven (Se7en) (1995)	13.705690397048834
Field of Dreams (1989)	12.81306778572861
Star Trek IV: The Voyage Home (1986)	12.50661800904364
Psycho (1960)	12.436652794100645
2001: A Space Odyssey (1968)	12.038345496764414
M*A*S*H (1970)	11.479433447191346
Batman (1989)	11.369484091141226
Apocalypse Now (1979)	11.363066789153384
Truth About Cats & Dogs, The (1996)	11.09557886555096
It's a Wonderful Life (1946)	10.699712081478332
Birdcage, The (1996)	10.673569176633752
Mrs. Doubtfire (1993)	10.296762376940077
Mr. Holland's Opus (1995)	9.54788480776165
Butch Cassidy and the Sundance Kid (1969)	9.428616238323713
Twister (1996)	9.074376937925898
Clockwork Orange, A (1971)	8.882449297051217
Dead Man Walking (1995)	8.642994923345945
Sound of Music, The (1965)	7.769002083533748
Babe (1995)	7.585760024571413
Broken Arrow (1996)	6.994582651208221
Snow White and the Seven Dwarfs (1937)	6.99422667203245
Young Frankenstein (1974)	6.970557270627937
Chasing Amy (1997)	6.959826291722073
English Patient, The (1996)	6.730689002183372
Beauty and the Beast (1991)	6.598475047885606
Ransom (1996)	6.216001042674029
To Kill a Mockingbird (1962)	6.195682599555789
Phenomenon (1996)	5.962631672938196
Dave (1993)	5.919038145930334
Full Monty, The (1997)	5.563160434306301
Clear and Present Danger (1994)	5.484126464830871
Mighty Aphrodite (1995)	5.459355739015006
Mary Poppins (1964)	5.321410538587397
Bridge on the River Kwai, The (1957)	5.231257075030603
Gone with the Wind (1939)	5.0310505907935985
Lone Star (1996)	5.0
Gattaca (1997)	5.0
Professional, The (1994)	5.0
12 Angry Men (1957)	5.0
Searching for Bobby Fischer (1993)	5.0
Nikita (La Femme Nikita) (1990)	5.0
Clerks (1994)	5.0
Sling Blade (1996)	5.0
Big Night (1996)	5.0
Mystery Science Theater 3000: The Movie (1996)	5.0
Four Weddings and a Funeral (1994)	4.960223221589434
Unforgiven (1992)	4.943379843591547
Long Kiss Goodnight, The (1996)	4.870784968994566
While You Were Sleeping (1995)	4.606112906752385
Grease (1978)	4.467963761843723
Die Hard 2 (1990)	4.406122939986527
Quiz Show (1994)	4.362711662077674
Air Force One (1997)	4.175018179973726
Crow, The (1994)	4.0
Firm, The (1993)	4.0
Sneakers (1992)	4.0
Reservoir Dogs (1992)	4.0
Austin Powers: International Man of Mystery (1997)	4.0
Tin Cup (1996)	3.9027747833490114
Rear Window (1954)	3.888030808296335
Gandhi (1982)	3.3455703386574385
L.A. Confidential (1997)	3.218603839646264
Much Ado About Nothing (1993)	3.1899760695960646
Fifth Element, The (1997)	3.1698814842167597
Leaving Las Vegas (1995)	3.0977262978657754
Sense and Sensibility (1995)	3.090184094803316
Courage Under Fire (1996)	3.0342338418759596
Eraser (1996)	3.0106037428932213
Beavis and Butt-head Do America (1996)	3.0
Cold Comfort Farm (1995)	3.0
GoldenEye (1995)	3.0
Patton (1970)	3.0
Die Hard: With a Vengeance (1995)	2.899063993695676
Titanic (1997)	2.8574188765453563
Shining, The (1980)	2.681372511633375
That Thing You Do! (1996)	2.6477503535936497
Heat (1995)	2.6162873439411842
In the Line of Fire (1993)	2.585010868876352
Mars Attacks! (1996)	2.5625188132035777
Clueless (1995)	2.4667825217840393
Starship Troopers (1997)	2.412703435514895
Saint, The (1997)	2.302938077999016
Boot, Das (1981)	2.102997824285801
Lost World: Jurassic Park, The (1997)	2.0995004971251343
Brazil (1985)	2.0938177514762133
Home Alone (1990)	2.0
Devil's Own, The (1997)	2.0
Conspiracy Theory (1997)	1.949325599588307
Time to Kill, A (1996)	1.7423531827117866
Star Trek III: The Search for Spock (1984)	1.7175492349309347
This Is Spinal Tap (1984)	1.6182996663347344
Glory (1989)	1.562852746512542
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)	1.4258595209305842
Star Trek VI: The Undiscovered Country (1991)	1.3956497824118994
Trainspotting (1996)	1.3869532956003883
Full Metal Jacket (1987)	1.3645731198874231
Fantasia (1940)	1.2238602890505057
Primal Fear (1996)	1.2143458423210638
Highlander (1986)	1.1613215705981323
North by Northwest (1959)	1.110652516274322
Batman Returns (1992)	1.0
Rumble in the Bronx (1995)	0.9887060288842637
Dragonheart (1996)	0.9432197904007003
Lawrence of Arabia (1962)	0.8567413932871728
Grosse Pointe Blank (1997)	0.8543769761612213
People vs. Larry Flynt, The (1996)	0.792482356274202
Face/Off (1997)	0.7299529561948922
Right Stuff, The (1983)	0.7038128009308793
My Best Friend's Wedding (1997)	0.5919003503952803
Monty Python's Life of Brian (1979)	0.5706917391676325
Sabrina (1995)	0.5607674168647003
Crimson Tide (1995)	0.5220109264532993
Ghost (1990)	0.4280801277435648
Game, The (1997)	0.42624217257195873
Pretty Woman (1990)	0.4109804644952548
Citizen Kane (1941)	0.3923538121403556
Emma (1996)	0.2758345136772913
Evita (1996)	0.21542951605452607
Heathers (1989)	0.17319387162736893
Vertigo (1958)	0.16983575109492566
Dante's Peak (1997)	0.11402315843119232
Taxi Driver (1976)	0.09152179935123213
Volcano (1997)	-0.1792783155559025
Sleepers (1996)	-0.44405796213449694
